scf	len	male_coverage	female_coverage	chr
LJIJ01005752.1	11066	51.29	29.70	A
LJIJ01005753.1	11065	8.62	34.64	X
LJIJ01005754.1	11065	156.10	46.94	A
LJIJ01005755.1	11056	0.07	100.56	X
LJIJ01005756.1	11053	38.64	59.15	X
LJIJ01005757.1	11053	63.84	23.84	A
LJIJ01005758.1	11053	58.66	22.47	A
LJIJ01005759.1	11051	113.94	63.11	A
LJIJ01005760.1	11047	47.85	38.29	A
LJIJ01005761.1	11045	25.59	20.00	A
LJIJ01005762.1	11043	170.89	50.42	A
LJIJ01005763.1	11039	143.79	69.55	A
LJIJ01005764.1	11039	42.07	35.43	X
LJIJ01005765.1	11037	28.56	11.66	A
LJIJ01005766.1	11036	76.13	34.48	A
LJIJ01005767.1	11034	69.85	36.72	A
LJIJ01005768.1	11030	14.83	23.41	X
LJIJ01005769.1	11021	33.28	21.63	A
LJIJ01005770.1	11020	105.76	65.33	A
LJIJ01005771.1	11018	41.44	48.28	X
LJIJ01005772.1	11018	59.91	18.07	A
LJIJ01005773.1	11015	42.39	25.82	A
LJIJ01005774.1	11012	30.11	19.50	A
LJIJ01005775.1	11012	125.74	72.80	A
LJIJ01005776.1	11010	205.15	35.96	A
LJIJ01005777.1	11009	75.64	35.05	A
LJIJ01005778.1	11007	86.29	18.61	A
LJIJ01005779.1	11007	118.03	52.59	A
LJIJ01005780.1	11006	64.56	38.17	A
LJIJ01005781.1	11006	67.45	25.27	A
LJIJ01005782.1	11003	42.73	35.88	X
LJIJ01005783.1	11001	8.71	4.03	A
LJIJ01005784.1	10992	65.66	19.57	A
LJIJ01005785.1	10988	269.26	31.85	A
LJIJ01005786.1	10986	36.61	34.48	X
LJIJ01005787.1	10985	209.47	78.48	A
LJIJ01005788.1	10985	32.62	49.36	X
LJIJ01005789.1	10984	23.36	41.18	X
LJIJ01005790.1	10974	106.97	38.06	A
LJIJ01005791.1	10973	51.10	37.19	A
LJIJ01005792.1	10969	95.61	36.49	A
LJIJ01005793.1	10968	7.74	45.14	X
LJIJ01005794.1	10967	81.00	32.97	A
LJIJ01005795.1	10965	8.50	5.55	A
LJIJ01005796.1	10962	14.77	21.11	X
LJIJ01005797.1	10961	42.09	12.98	A
LJIJ01005798.1	10961	51.98	19.89	A
LJIJ01005799.1	10960	30.58	27.24	X
LJIJ01005800.1	10958	129.40	70.96	A
LJIJ01005801.1	10958	49.49	35.31	A
LJIJ01005802.1	10954	56.59	21.61	A
LJIJ01005803.1	10950	133.99	62.90	A
LJIJ01005804.1	10946	89.55	50.72	A
LJIJ01005805.1	10942	64.66	77.28	X
LJIJ01005806.1	10941	26.49	44.84	X
LJIJ01005807.1	10939	80.96	43.06	A
LJIJ01005808.1	10938	91.41	28.99	A
LJIJ01005809.1	10937	66.97	51.59	A
LJIJ01005810.1	10937	35.66	43.05	X
LJIJ01005811.1	10936	47.80	23.12	A
LJIJ01005812.1	10935	67.11	39.56	A
LJIJ01005813.1	10923	37.15	16.64	A
LJIJ01005814.1	10922	45.37	57.58	X
LJIJ01005815.1	10922	59.59	39.38	A
LJIJ01005816.1	10921	96.26	37.10	A
LJIJ01005817.1	10916	61.33	25.09	A
LJIJ01005818.1	10914	51.79	32.07	A
LJIJ01005819.1	10907	58.25	23.41	A
LJIJ01005820.1	10901	84.25	33.55	A
LJIJ01005821.1	10899	31.56	14.51	A
LJIJ01005822.1	10894	28.84	13.58	A
LJIJ01005823.1	10892	59.25	31.87	A
LJIJ01005824.1	10890	46.45	27.04	A
LJIJ01005825.1	10885	95.26	48.06	A
LJIJ01005826.1	10884	5.12	27.59	X
LJIJ01005827.1	10881	28.83	16.36	A
LJIJ01005828.1	10876	29.16	9.83	A
LJIJ01005829.1	10876	5.24	23.74	X
LJIJ01005830.1	10874	415.28	197.88	A
LJIJ01005831.1	10874	131.32	118.30	X
LJIJ01005832.1	10872	35.76	23.83	A
LJIJ01005833.1	10872	85.38	55.52	A
LJIJ01005834.1	10872	77.28	46.76	A
LJIJ01005835.1	10871	51.16	36.99	A
LJIJ01005836.1	10871	51.71	25.55	A
LJIJ01005837.1	10867	26.66	31.44	X
LJIJ01005838.1	10861	123.33	85.06	A
LJIJ01005839.1	10860	33.98	34.14	X
LJIJ01005840.1	10859	69.41	47.65	A
LJIJ01005841.1	10857	116.81	86.15	A
LJIJ01005842.1	10855	88.38	38.85	A
LJIJ01005843.1	10852	59.38	25.70	A
LJIJ01005844.1	10852	7.15	6.76	X
LJIJ01005845.1	10850	141.25	62.16	A
LJIJ01005846.1	10847	68.36	44.78	A
LJIJ01005847.1	10843	72.81	26.82	A
LJIJ01005848.1	10835	19.84	53.77	X
LJIJ01005849.1	10832	72.22	50.34	A
LJIJ01005850.1	10830	44.28	41.92	X
LJIJ01005851.1	10825	118.74	73.72	A
LJIJ01005852.1	10824	21.81	22.44	X
LJIJ01005853.1	10824	48.74	22.67	A
LJIJ01005854.1	10820	70.43	30.97	A
LJIJ01005855.1	10819	106.97	20.01	A
LJIJ01005856.1	10819	72.39	50.59	A
LJIJ01005857.1	10816	26.14	31.36	X
LJIJ01005858.1	10815	225.03	80.94	A
LJIJ01005859.1	10810	62.23	56.66	X
LJIJ01005860.1	10809	62.46	46.08	A
LJIJ01005861.1	10805	33.60	50.34	X
LJIJ01005862.1	10804	37.51	26.90	A
LJIJ01005863.1	10799	28.14	26.03	X
LJIJ01005864.1	10797	102.13	18.46	A
LJIJ01005865.1	10796	59.06	49.66	X
LJIJ01005866.1	10791	74.68	22.93	A
LJIJ01005867.1	10787	22.15	30.17	X
LJIJ01005868.1	10782	105.79	68.14	A
LJIJ01005869.1	10779	55.78	71.36	X
LJIJ01005870.1	10779	23.63	24.38	X
LJIJ01005871.1	10774	103.56	48.53	A
LJIJ01005872.1	10772	64.19	64.78	X
LJIJ01005873.1	10766	129.19	67.47	A
LJIJ01005874.1	10762	40.82	16.55	A
LJIJ01005875.1	10762	364.56	107.62	A
LJIJ01005876.1	10762	84.62	43.92	A
LJIJ01005877.1	10761	29.30	13.77	A
LJIJ01005878.1	10760	40.98	32.65	A
LJIJ01005879.1	10760	17.19	82.00	X
LJIJ01005880.1	10757	54.23	19.94	A
LJIJ01005881.1	10757	80.96	85.28	X
LJIJ01005882.1	10755	72.84	10.02	A
LJIJ01005883.1	10755	435.44	164.50	A
LJIJ01005884.1	10754	68.91	39.92	A
LJIJ01005885.1	10751	38.08	23.70	A
LJIJ01005886.1	10749	53.08	12.71	A
LJIJ01005887.1	10748	137.67	49.83	A
LJIJ01005888.1	10744	17.08	14.64	X
LJIJ01005889.1	10741	136.78	30.94	A
LJIJ01005890.1	10737	63.35	32.06	A
LJIJ01005891.1	10734	22.49	65.90	X
LJIJ01005892.1	10732	43.28	64.22	X
LJIJ01005893.1	10732	52.27	49.24	X
LJIJ01005894.1	10731	42.23	23.50	A
LJIJ01005895.1	10729	20.36	16.88	A
LJIJ01005896.1	10728	92.67	60.49	A
LJIJ01005897.1	10727	35.23	20.34	A
LJIJ01005898.1	10726	33.13	42.11	X
LJIJ01005899.1	10720	93.93	28.35	A
LJIJ01005900.1	10719	37.88	48.78	X
LJIJ01005901.1	10717	92.69	59.95	A
LJIJ01005902.1	10714	23.75	19.92	X
LJIJ01005903.1	10706	72.90	42.23	A
LJIJ01005904.1	10701	19.15	11.92	A
LJIJ01005905.1	10695	67.42	16.93	A
LJIJ01005906.1	10691	58.30	44.82	A
LJIJ01005907.1	10683	142.16	76.26	A
LJIJ01005908.1	10682	107.89	57.27	A
LJIJ01005909.1	10680	66.78	48.00	A
LJIJ01005910.1	10679	73.74	81.57	X
LJIJ01005911.1	10677	18.90	15.29	A
LJIJ01005912.1	10675	82.49	53.30	A
LJIJ01005913.1	10671	42.76	39.67	X
LJIJ01005914.1	10670	61.47	35.92	A
LJIJ01005915.1	10669	51.37	14.29	A
LJIJ01005916.1	10668	100.37	18.37	A
LJIJ01005917.1	10665	26.90	23.93	X
LJIJ01005918.1	10662	7.26	2.42	A
LJIJ01005919.1	10657	38.88	122.38	X
LJIJ01005920.1	10655	78.94	42.31	A
LJIJ01005921.1	10648	43.22	37.51	X
LJIJ01005922.1	10648	109.77	43.06	A
LJIJ01005923.1	10646	58.84	31.10	A
LJIJ01005924.1	10642	86.82	59.82	A
LJIJ01005925.1	10639	23.10	29.65	X
LJIJ01005926.1	10636	109.67	152.38	X
LJIJ01005927.1	10630	56.12	12.82	A
LJIJ01005928.1	10628	31.14	15.54	A
LJIJ01005929.1	10623	67.30	28.91	A
LJIJ01005930.1	10622	160.48	83.51	A
LJIJ01005931.1	10616	91.65	28.89	A
LJIJ01005932.1	10606	36.39	19.45	A
LJIJ01005933.1	10603	18.97	10.65	A
LJIJ01005934.1	10603	77.45	26.49	A
LJIJ01005935.1	10602	18.64	14.79	A
LJIJ01005936.1	10601	10.86	57.00	X
LJIJ01005937.1	10597	87.02	37.82	A
LJIJ01005938.1	10590	53.95	20.79	A
LJIJ01005939.1	10590	59.89	43.70	A
LJIJ01005940.1	10589	95.63	48.03	A
LJIJ01005941.1	10587	55.38	32.33	A
LJIJ01005942.1	10579	22.15	27.06	X
LJIJ01005943.1	10578	81.33	30.98	A
LJIJ01005944.1	10575	56.25	23.04	A
LJIJ01005945.1	10574	69.21	38.08	A
LJIJ01005946.1	10572	34.35	9.66	A
LJIJ01005947.1	10572	33.79	29.48	X
LJIJ01005948.1	10564	190.21	283.18	X
LJIJ01005949.1	10563	150.65	37.56	A
LJIJ01005950.1	10560	88.84	49.64	A
LJIJ01005951.1	10557	98.29	61.60	A
LJIJ01005952.1	10557	138.69	45.28	A
LJIJ01005953.1	10548	6.71	37.84	X
LJIJ01005954.1	10546	63.29	47.47	A
LJIJ01005955.1	10546	25.00	16.57	A
LJIJ01005956.1	10546	71.59	27.23	A
LJIJ01005957.1	10545	35.29	26.37	A
LJIJ01005958.1	10544	11.05	33.83	X
LJIJ01005959.1	10542	74.15	47.31	A
LJIJ01005960.1	10541	26.33	37.77	X
LJIJ01005961.1	10541	54.22	12.63	A
LJIJ01005962.1	10539	74.27	64.94	X
LJIJ01005963.1	10527	18.44	7.90	A
LJIJ01005964.1	10526	44.49	29.77	A
LJIJ01005965.1	10521	30.63	9.13	A
LJIJ01005966.1	10520	31.13	31.32	X
LJIJ01005967.1	10513	89.92	28.32	A
LJIJ01005968.1	10512	92.77	86.35	X
LJIJ01005969.1	10511	87.57	45.54	A
LJIJ01005970.1	10510	59.93	24.72	A
LJIJ01005971.1	10510	41.74	18.50	A
LJIJ01005972.1	10509	85.17	30.37	A
LJIJ01005973.1	10507	43.47	23.96	A
LJIJ01005974.1	10505	55.64	53.86	X
LJIJ01005975.1	10503	134.97	74.48	A
LJIJ01005976.1	10492	295.19	523.52	X
LJIJ01005977.1	10490	66.51	51.52	A
LJIJ01005978.1	10487	10.23	22.18	X
LJIJ01005979.1	10484	162.05	80.97	A
LJIJ01005980.1	10484	69.44	39.16	A
LJIJ01005981.1	10482	19.32	17.70	X
LJIJ01005982.1	10482	0.06	120.01	X
LJIJ01005983.1	10474	7.42	8.66	X
LJIJ01005984.1	10473	38.78	58.82	X
LJIJ01005985.1	10468	68.21	54.57	A
LJIJ01005986.1	10467	40.68	30.88	A
LJIJ01005987.1	10466	81.91	38.33	A
LJIJ01005988.1	10466	94.73	42.04	A
LJIJ01005989.1	10462	53.04	21.83	A
LJIJ01005990.1	10459	33.90	14.37	A
LJIJ01005991.1	10458	40.91	17.98	A
LJIJ01005992.1	10458	14.09	46.02	X
LJIJ01005993.1	10457	79.94	25.41	A
LJIJ01005994.1	10452	146.46	33.86	A
LJIJ01005995.1	10445	37.64	65.47	X
LJIJ01005996.1	10437	54.09	24.59	A
LJIJ01005997.1	10437	35.16	27.90	A
LJIJ01005998.1	10434	121.97	57.38	A
LJIJ01005999.1	10433	48.30	37.65	A
LJIJ01006000.1	10431	55.83	28.40	A
LJIJ01006001.1	10428	8.11	47.31	X
LJIJ01006002.1	10423	66.42	50.32	A
LJIJ01006003.1	10422	64.04	38.24	A
LJIJ01006004.1	10421	39.10	7.47	A
LJIJ01006005.1	10421	1170.18	774.92	A
LJIJ01006006.1	10417	70.70	39.28	A
LJIJ01006007.1	10412	31.40	57.40	X
LJIJ01006008.1	10411	74.05	37.59	A
LJIJ01006009.1	10410	77.07	61.70	A
LJIJ01006010.1	10408	92.12	52.85	A
LJIJ01006011.1	10408	112.47	56.25	A
LJIJ01006012.1	10407	62.74	42.36	A
LJIJ01006013.1	10405	123.87	87.06	A
LJIJ01006014.1	10404	47.80	18.21	A
LJIJ01006015.1	10403	43.40	20.02	A
LJIJ01006016.1	10401	56.92	22.29	A
LJIJ01006017.1	10392	35.95	26.22	A
LJIJ01006018.1	10390	9.91	9.42	X
LJIJ01006019.1	10390	41.80	23.74	A
LJIJ01006020.1	10389	43.95	28.88	A
LJIJ01006021.1	10388	48.58	44.31	X
LJIJ01006022.1	10387	21.50	23.58	X
LJIJ01006023.1	10378	54.56	24.75	A
LJIJ01006024.1	10378	36.23	17.72	A
LJIJ01006025.1	10375	36.34	34.66	X
LJIJ01006026.1	10375	12.47	7.26	A
LJIJ01006027.1	10373	39.31	25.94	A
LJIJ01006028.1	10370	30.48	27.12	X
LJIJ01006029.1	10368	89.82	37.85	A
LJIJ01006030.1	10367	101.70	53.92	A
LJIJ01006031.1	10367	42.39	44.77	X
LJIJ01006032.1	10365	73.07	64.81	X
LJIJ01006033.1	10364	74.14	18.61	A
LJIJ01006034.1	10360	43.64	28.40	A
LJIJ01006035.1	10360	108.93	61.88	A
LJIJ01006036.1	10356	24.05	11.49	A
LJIJ01006037.1	10354	131.27	48.13	A
LJIJ01006038.1	10350	0.75	25.29	X
LJIJ01006039.1	10347	84.42	44.83	A
LJIJ01006040.1	10347	14.89	8.60	A
LJIJ01006041.1	10347	23.75	14.90	A
LJIJ01006042.1	10346	0.49	22.19	X
LJIJ01006043.1	10342	91.86	47.20	A
LJIJ01006044.1	10342	12.96	86.59	X
LJIJ01006045.1	10339	91.28	49.71	A
LJIJ01006046.1	10338	64.10	28.55	A
LJIJ01006047.1	10335	5.83	16.25	X
LJIJ01006048.1	10335	56.94	74.45	X
LJIJ01006049.1	10333	105.76	53.80	A
LJIJ01006050.1	10327	40.29	31.22	A
LJIJ01006051.1	10325	59.35	26.35	A
LJIJ01006052.1	10324	86.73	62.74	A
LJIJ01006053.1	10321	112.09	52.40	A
LJIJ01006054.1	10320	152.65	84.29	A
LJIJ01006055.1	10319	9.79	29.80	X
LJIJ01006056.1	10315	44.99	61.54	X
LJIJ01006057.1	10315	36.52	23.01	A
LJIJ01006058.1	10310	55.63	54.87	X
LJIJ01006059.1	10309	62.84	46.34	A
LJIJ01006060.1	10308	56.81	19.01	A
LJIJ01006061.1	10306	82.59	38.23	A
LJIJ01006062.1	10306	36.68	32.39	X
LJIJ01006063.1	10305	59.38	45.26	A
LJIJ01006064.1	10305	32.21	31.10	X
LJIJ01006065.1	10300	67.96	32.09	A
LJIJ01006066.1	10299	29.41	14.41	A
LJIJ01006067.1	10296	51.56	26.80	A
LJIJ01006068.1	10294	25.63	13.34	A
LJIJ01006069.1	10292	124.51	78.15	A
LJIJ01006070.1	10287	21.51	18.20	X
LJIJ01006071.1	10286	125.95	60.66	A
LJIJ01006072.1	10285	13.83	35.47	X
LJIJ01006073.1	10285	69.68	57.91	A
LJIJ01006074.1	10283	47.61	38.89	A
LJIJ01006075.1	10275	35.95	47.40	X
LJIJ01006076.1	10275	113.55	37.08	A
LJIJ01006077.1	10272	80.51	54.07	A
LJIJ01006078.1	10269	39.17	14.17	A
LJIJ01006079.1	10269	82.97	38.52	A
LJIJ01006080.1	10260	62.70	38.68	A
LJIJ01006081.1	10259	48.05	25.53	A
LJIJ01006082.1	10257	12.15	4.80	A
LJIJ01006083.1	10255	85.36	44.38	A
LJIJ01006084.1	10255	86.24	68.61	A
LJIJ01006085.1	10252	35.59	33.82	X
LJIJ01006086.1	10250	46.76	31.98	A
LJIJ01006087.1	10248	31.03	14.40	A
LJIJ01006088.1	10247	59.54	35.50	A
LJIJ01006089.1	10243	61.91	39.72	A
LJIJ01006090.1	10241	106.44	39.12	A
LJIJ01006091.1	10239	60.54	45.75	A
LJIJ01006092.1	10237	56.10	32.47	A
LJIJ01006093.1	10230	83.30	46.48	A
LJIJ01006094.1	10229	348.76	189.57	A
LJIJ01006095.1	10228	31.76	14.69	A
LJIJ01006096.1	10221	34.81	25.26	A
LJIJ01006097.1	10219	107.62	26.49	A
LJIJ01006098.1	10217	15.77	120.65	X
LJIJ01006099.1	10215	29.80	80.65	X
LJIJ01006100.1	10215	45.14	51.53	X
LJIJ01006101.1	10213	131.93	45.69	A
LJIJ01006102.1	10210	71.66	40.37	A
LJIJ01006103.1	10207	4.17	46.19	X
LJIJ01006104.1	10200	53.30	57.32	X
LJIJ01006105.1	10198	2.94	13.86	X
LJIJ01006106.1	10192	83.25	55.55	A
LJIJ01006107.1	10187	104.21	32.53	A
LJIJ01006108.1	10184	49.08	25.17	A
LJIJ01006109.1	10182	71.87	36.56	A
LJIJ01006110.1	10182	36.33	19.08	A
LJIJ01006111.1	10179	31.77	13.50	A
LJIJ01006112.1	10179	60.69	35.21	A
LJIJ01006113.1	10172	27.87	17.45	A
LJIJ01006114.1	10172	102.43	47.41	A
LJIJ01006115.1	10172	89.54	42.18	A
LJIJ01006116.1	10169	35.26	47.74	X
LJIJ01006117.1	10167	52.85	26.33	A
LJIJ01006118.1	10159	76.61	27.21	A
LJIJ01006119.1	10159	96.25	23.01	A
LJIJ01006120.1	10158	48.31	22.81	A
LJIJ01006121.1	10154	66.94	26.92	A
LJIJ01006122.1	10152	39.50	18.22	A
LJIJ01006123.1	10152	57.95	31.77	A
LJIJ01006124.1	10152	69.40	40.26	A
LJIJ01006125.1	10145	72.70	43.74	A
LJIJ01006126.1	10143	213.60	53.26	A
LJIJ01006127.1	10139	38.55	38.74	X
LJIJ01006128.1	10138	17.05	12.77	A
LJIJ01006129.1	10131	23.52	28.89	X
LJIJ01006130.1	10129	92.83	40.75	A
LJIJ01006131.1	10128	54.84	24.82	A
LJIJ01006132.1	10119	129.53	92.85	A
LJIJ01006133.1	10118	7.30	19.45	X
LJIJ01006134.1	10116	42.27	17.50	A
LJIJ01006135.1	10114	66.45	14.74	A
LJIJ01006136.1	10112	27.97	17.13	A
LJIJ01006137.1	10107	51.60	34.72	A
LJIJ01006138.1	10106	9.96	7.66	A
LJIJ01006139.1	10100	43.05	43.08	X
LJIJ01006140.1	10099	37.82	44.61	X
LJIJ01006141.1	10096	78.08	26.97	A
LJIJ01006142.1	10096	12.49	15.23	X
LJIJ01006143.1	10094	317.48	326.18	X
LJIJ01006144.1	10086	56.39	54.97	X
LJIJ01006145.1	10085	103.40	32.19	A
LJIJ01006146.1	10084	78.85	32.28	A
LJIJ01006147.1	10080	151.82	170.59	X
LJIJ01006148.1	10079	85.63	50.61	A
LJIJ01006149.1	10076	83.66	45.57	A
LJIJ01006150.1	10073	27.33	25.71	X
LJIJ01006151.1	10068	44.56	39.81	X
LJIJ01006152.1	10068	129.80	70.23	A
LJIJ01006153.1	10067	99.66	29.23	A
LJIJ01006154.1	10065	76.40	45.19	A
LJIJ01006155.1	10064	85.52	43.35	A
LJIJ01006156.1	10064	60.27	68.87	X
LJIJ01006157.1	10063	68.92	56.75	A
LJIJ01006158.1	10063	83.84	36.90	A
LJIJ01006159.1	10060	46.53	18.64	A
LJIJ01006160.1	10060	54.28	29.86	A
LJIJ01006161.1	10051	60.74	49.33	A
LJIJ01006162.1	10047	38.80	27.86	A
LJIJ01006163.1	10044	109.18	38.15	A
LJIJ01006164.1	10043	50.17	36.05	A
LJIJ01006165.1	10040	103.55	83.81	A
LJIJ01006166.1	10040	123.46	66.71	A
LJIJ01006167.1	10038	43.37	32.25	A
LJIJ01006168.1	10038	45.92	49.15	X
LJIJ01006169.1	10036	21.90	26.71	X
LJIJ01006170.1	10034	12.13	8.64	A
LJIJ01006171.1	10033	35.98	24.94	A
LJIJ01006172.1	10031	70.94	29.51	A
LJIJ01006173.1	10031	66.90	26.70	A
LJIJ01006174.1	10031	14.35	8.59	A
LJIJ01006175.1	10027	18.07	26.47	X
LJIJ01006176.1	10027	25.85	7.70	A
LJIJ01006177.1	10026	74.76	42.74	A
LJIJ01006178.1	10026	70.46	21.02	A
LJIJ01006179.1	10024	48.90	102.45	X
LJIJ01006180.1	10024	44.67	16.79	A
LJIJ01006181.1	10021	11.35	14.90	X
LJIJ01006182.1	10012	79.39	38.32	A
LJIJ01006183.1	10012	26.21	3.68	A
LJIJ01006184.1	10011	84.22	44.82	A
LJIJ01006185.1	10006	54.42	53.17	X
LJIJ01006186.1	10006	40.70	20.18	A
LJIJ01006187.1	9998	150.56	53.11	A
LJIJ01006188.1	9998	78.56	23.78	A
LJIJ01006189.1	9996	29.91	14.87	A
LJIJ01006190.1	9994	70.78	10.99	A
LJIJ01006191.1	9994	51.23	31.38	A
LJIJ01006192.1	9993	64.05	31.25	A
LJIJ01006193.1	9988	9.37	12.65	X
LJIJ01006194.1	9987	12.00	14.51	X
LJIJ01006195.1	9985	3.57	19.75	X
LJIJ01006196.1	9984	69.18	41.95	A
LJIJ01006197.1	9981	42.36	21.49	A
LJIJ01006198.1	9978	8.00	12.96	X
LJIJ01006199.1	9978	264.78	71.25	A
LJIJ01006200.1	9977	87.15	62.32	A
LJIJ01006201.1	9975	48.83	25.77	A
LJIJ01006202.1	9975	23.59	17.70	A
LJIJ01006203.1	9974	162.91	52.32	A
LJIJ01006204.1	9973	65.70	42.51	A
LJIJ01006205.1	9972	61.02	15.27	A
LJIJ01006206.1	9967	96.80	52.71	A
LJIJ01006207.1	9965	144.29	72.12	A
LJIJ01006208.1	9961	49.31	13.24	A
LJIJ01006209.1	9958	32.35	57.21	X
LJIJ01006210.1	9957	111.51	50.65	A
LJIJ01006211.1	9957	57.64	29.96	A
LJIJ01006212.1	9956	37.66	24.65	A
LJIJ01006213.1	9949	136.51	59.11	A
LJIJ01006214.1	9948	17.37	52.71	X
LJIJ01006215.1	9947	19.55	15.14	A
LJIJ01006216.1	9947	102.16	23.45	A
LJIJ01006217.1	9946	8.54	32.77	X
LJIJ01006218.1	9946	63.71	27.23	A
LJIJ01006219.1	9939	45.17	27.51	A
LJIJ01006220.1	9934	74.59	43.57	A
LJIJ01006221.1	9932	71.42	31.52	A
LJIJ01006222.1	9932	42.31	40.16	X
LJIJ01006223.1	9925	72.64	17.62	A
LJIJ01006224.1	9919	80.75	38.80	A
LJIJ01006225.1	9915	30.91	15.82	A
LJIJ01006226.1	9912	53.68	56.82	X
LJIJ01006227.1	9910	139.03	51.22	A
LJIJ01006228.1	9907	39.61	23.94	A
LJIJ01006229.1	9904	54.30	12.23	A
LJIJ01006230.1	9896	27.11	10.06	A
LJIJ01006231.1	9891	9.33	43.38	X
LJIJ01006232.1	9884	66.67	5.69	A
LJIJ01006233.1	9866	58.97	36.02	A
LJIJ01006234.1	9865	25.45	54.28	X
LJIJ01006235.1	9864	53.75	23.12	A
LJIJ01006236.1	9862	51.85	27.49	A
LJIJ01006237.1	9859	52.58	156.62	X
LJIJ01006238.1	9856	335.80	34.01	A
LJIJ01006239.1	9856	31.33	35.22	X
LJIJ01006240.1	9855	45.04	35.43	A
LJIJ01006241.1	9853	62.45	70.61	X
LJIJ01006242.1	9849	88.86	30.67	A
LJIJ01006243.1	9843	76.73	29.75	A
LJIJ01006244.1	9842	105.80	58.38	A
LJIJ01006245.1	9838	213.67	88.44	A
LJIJ01006246.1	9832	46.05	53.25	X
LJIJ01006247.1	9832	47.23	42.94	X
LJIJ01006248.1	9829	52.00	32.63	A
LJIJ01006249.1	9827	78.53	33.60	A
LJIJ01006250.1	9822	98.57	48.03	A
LJIJ01006251.1	9821	53.46	51.33	X
LJIJ01006252.1	9819	106.20	57.55	A
LJIJ01006253.1	9817	81.17	46.72	A
LJIJ01006254.1	9817	8.34	63.00	X
LJIJ01006255.1	9816	310.20	40.57	A
LJIJ01006256.1	9816	45.33	42.03	X
LJIJ01006257.1	9815	39.81	22.66	A
LJIJ01006258.1	9811	36.32	84.29	X
LJIJ01006259.1	9807	40.87	26.02	A
LJIJ01006260.1	9805	42.05	11.70	A
LJIJ01006261.1	9804	74.93	20.04	A
LJIJ01006262.1	9803	115.83	30.80	A
LJIJ01006263.1	9799	69.67	34.16	A
LJIJ01006264.1	9795	264.07	87.15	A
LJIJ01006265.1	9788	122.79	86.95	A
LJIJ01006266.1	9784	178.69	80.63	A
LJIJ01006267.1	9784	42.59	22.41	A
LJIJ01006268.1	9783	52.26	43.38	A
LJIJ01006269.1	9779	38.47	31.22	A
LJIJ01006270.1	9777	171.73	12.50	A
LJIJ01006271.1	9774	32.66	25.04	A
LJIJ01006272.1	9772	34.40	20.50	A
LJIJ01006273.1	9770	63.27	29.97	A
LJIJ01006274.1	9768	53.97	60.50	X
LJIJ01006275.1	9767	37.58	96.51	X
LJIJ01006276.1	9765	58.58	45.74	A
LJIJ01006277.1	9764	50.32	50.05	X
LJIJ01006278.1	9748	32.86	19.74	A
LJIJ01006279.1	9747	79.70	36.95	A
LJIJ01006280.1	9745	69.19	31.74	A
LJIJ01006281.1	9744	7.70	52.51	X
LJIJ01006282.1	9744	118.71	55.71	A
LJIJ01006283.1	9744	24.14	23.93	X
LJIJ01006284.1	9742	1364.52	557.42	A
LJIJ01006285.1	9739	95.82	67.68	A
LJIJ01006286.1	9734	62.57	48.57	A
LJIJ01006287.1	9733	31.95	20.95	A
LJIJ01006288.1	9728	199.91	93.27	A
LJIJ01006289.1	9726	51.80	56.27	X
LJIJ01006290.1	9724	64.30	59.14	X
LJIJ01006291.1	9723	25.93	4.05	A
LJIJ01006292.1	9723	78.88	52.96	A
LJIJ01006293.1	9720	185.73	109.22	A
LJIJ01006294.1	9716	168.44	45.47	A
LJIJ01006295.1	9710	101.11	69.77	A
LJIJ01006296.1	9710	163.01	48.86	A
LJIJ01006297.1	9709	45.23	39.96	X
LJIJ01006298.1	9708	196.09	47.61	A
LJIJ01006299.1	9705	67.18	45.12	A
LJIJ01006300.1	9701	786.69	2.29	A
LJIJ01006301.1	9701	0.74	14.05	X
LJIJ01006302.1	9700	88.19	35.22	A
LJIJ01006303.1	9698	41.57	33.93	A
LJIJ01006304.1	9697	61.71	38.57	A
LJIJ01006305.1	9697	31.69	22.25	A
LJIJ01006306.1	9697	44.96	12.69	A
LJIJ01006307.1	9696	58.63	55.16	X
LJIJ01006308.1	9689	92.31	21.18	A
LJIJ01006309.1	9687	36.81	32.33	X
LJIJ01006310.1	9687	49.46	36.35	A
LJIJ01006311.1	9686	70.79	60.39	X
LJIJ01006312.1	9685	37.80	23.63	A
LJIJ01006313.1	9684	54.63	56.19	X
LJIJ01006314.1	9683	147.41	57.25	A
LJIJ01006315.1	9683	85.17	34.15	A
LJIJ01006316.1	9682	416.12	235.12	A
LJIJ01006317.1	9681	26.77	42.55	X
LJIJ01006318.1	9681	74.07	35.41	A
LJIJ01006319.1	9679	53.71	20.04	A
LJIJ01006320.1	9678	51.98	31.64	A
LJIJ01006321.1	9676	56.25	110.67	X
LJIJ01006322.1	9673	6.78	30.79	X
LJIJ01006323.1	9670	47.16	23.87	A
LJIJ01006324.1	9669	30.67	7.54	A
LJIJ01006325.1	9662	97.63	30.63	A
LJIJ01006326.1	9662	55.97	17.64	A
LJIJ01006327.1	9655	86.09	40.35	A
LJIJ01006328.1	9649	73.54	20.37	A
LJIJ01006329.1	9645	20.27	27.04	X
LJIJ01006330.1	9640	94.86	31.89	A
LJIJ01006331.1	9638	105.15	43.11	A
LJIJ01006332.1	9637	51.38	12.12	A
LJIJ01006333.1	9637	63.33	43.22	A
